,ASIN,brand,date_first_available,early_reviwer_flag,found_helpful_count,platform_group:,review_body,review_country,review_date,review_id,review_score,review_title,reviewer_id,verified_flag,scraped_time_stamp,review_date_englis,review_body_english,review_title_english
22,B0811PPHWH,Marca: CMYBabee,,0,0,Arthur,"visto il costo della originale HP ho voluto provare questa cartuccia. Messa nella mia HP laserJet MFP M28 w è ""calzata"" alla perfezione e non ho ricevuto alcun messaggio tipo...cartuccia non originale hp ecc. Stampa molto bene. Per ora 5 stelle meritate. Se dovesse durare poco cambierò le stelle. Consigliato",Italia,"22 agosto, 2020",a5cd7cb436653b59576a2547db75e058c96d522951eea253a0c6a57ef69b9cd1,5,Prezzo conveniente ed assoluta compatibilità,b53333135d0878e74da8f9340b1670fe6839679026c01112efb286940b003282,1,2020-9-14 15:00:00,"August 22, 2020","considering the cost of the original HP I wanted to try this cartridge. When placed in my HP laserJet MFP M28 w it ""fits"" perfectly and I have not received any messages such as ... non-genuine hp cartridge etc. It prints very well. For now, you deserve 5 stars. If it doesn't last long, I'll change the stars. Recommended",Affordable price and absolute compatibility
23,B0811PPHWH,Marca: CMYBabee,,0,0,Arthur,"Compatibile con M28w, costa meno della metà di quella originale HP. Stampe non eccezionali, ma più che accettabili per uso quotidiano. Consigliata.",Italia,"10 marzo, 2020",2b35ab2a4b8f3ba61852922814a4ee84269ae5f8b13f156c13cb1f07f6c7ce6e,5,Ottimo rapporto qualità/prezzo,3882f73bc50954ef51ac647fa7f0d5b2d1e3cb73cab4594686353f4599cd9354,1,2020-9-14 15:00:00,"March 10, 2020","Compatible with M28w, it costs less than half of the original HP one. Not exceptional prints, but more than acceptable for everyday use. Recommended.",Excellent value for money
24,B0811PPHWH,Marca: CMYBabee,,0,0,Arthur,E' stato il mio primo acquisto di cartuccia toner compatibile e devo dire che è perfetta.<br/>Imballaggio top e subito dopo l'acquisto ho ricevuto una mail dal venditore che si rendeva disponibile per qualsiasi dubbio. E' stata una cosa gradita anche se non è stato necessario contattarlo.<br/>Sono molto soddisfatta.<br/>La consiglio.,Italia,"25 agosto, 2020",c529a28324a1cf2a2e37ab9f0270de188a5ca62b977c3d02662b39bf2fb55571,5,Perfetta!,6cee10593b9be5dd8bb08c551a9c6588fb13af5e97a0877b02f1d610938fb8fc,1,2020-9-14 15:00:00,"August 25, 2020",It was my first purchase of a compatible toner cartridge and I must say that it is perfect. <br/> Top packaging and immediately after the purchase I received an email from the seller who was available for any questions. It was a welcome thing even if it was not necessary to contact him. <br/> I am very satisfied. <br/> I recommend it.,Perfect!
25,B0811PPHWH,Marca: CMYBabee,,0,0,Arthur,"Toner arrivato in tempo grazie, come sempre, all’ottimo servizio Amazon. Ho sostituito il toner originale con questo senza problemi. La stampante ha riconosciuto il chip interno e stampa bene.<br/>La qualità è buona e, al momento, non ci sono problemi.<br/>Consigliato.",Italia,"4 aprile, 2020",cc345b1c21948fbbd1c29733586d1de97d3333a5802073ca25c5955468596be5,4,Sostituisce il toner originale senza problemi. Ottima qualità.,f83586c91c5aa53f640d83537d1eaf3b5c11280e28b4fe4c0294de4763aab3ef,1,2020-9-14 15:00:00,"April 4th, 2020","Toner arrived on time thanks, as always, to the excellent Amazon service. I replaced the original toner with this one with no problems. The printer has recognized the internal chip and prints well. <br/> The quality is good and, at the moment, there is no problem. <br/> Recommended.",Replaces the original toner smoothly. Best quality.
26,B0811PPHWH,Marca: CMYBabee,,0,0,Arthur,"Articolo arrivato nel giorno indicato della consegna; packaging minimal ma che protegge molto bene il prodotto. Una volta installata la nuova cartuccia la stampante non ha avuto problemi a riconoscerla. Ho provato a stampare qualche file di prova e non vengono riscontrati problemi.<br/>Unica differenza notata con il toner originale è che questi primi file risultano stampati con un tono di nero leggermente più intenso, caratteristica però che non ritengo affatto come negativa (ovviamente dovrò valutare nel tempo la durata effettiva del toner)",Italia,"27 agosto, 2020",3fcfa5d6e351ea5be23989dc834ba325bd3b12a4a4584f0ce997e4e7a73ddb84,5,Cartuccia toner per stampante HP LaserJet Pro M28W,c425cae433c34c8bd6e46b4666bdd0c9beebd4325800c2220149888a4d105622,1,2020-9-14 15:00:00,"August 27, 2020","Item arrived on the indicated day of delivery; minimal packaging but which protects the product very well. Once the new cartridge was installed, the printer had no problem recognizing it. I tried to print some test files and there are no problems. <br/> The only difference noticed with the original toner is that these first files are printed with a slightly more intense black tone, a feature that I do not consider to be negative at all ( obviously I will have to evaluate the actual duration of the toner over time)",HP LaserJet Pro M28W printer toner cartridge
27,B0811PPHWH,Marca: CMYBabee,,0,0,Arthur,"Non ancora provata...attendo confronto con quella originale HP installata, al momento posso dire solo molto vantaggiosa per il costo di meno della metà dell'originale, vedremo rendimento in ordine di numero di copie.",Italia,"13 settembre, 2020",d9d9cf9a62b716aadb4abe0ce9cac5d266977b6d904d93667abc326c8b9869a7,5,"Economicamente vantaggiosa rispetto alle originali, vedremo rendimento.",8d3160684aa1c2445166f2e1c38fb1114b23ae1942936693df4fd0b79316e964,1,2020-9-14 15:00:00,"13 September, 2020","Not yet tested ... I await comparison with the original HP installed, at the moment I can only say very advantageous for the cost of less than half the original, we will see performance in order of number of copies.","Economically advantageous compared to the originals, we will see performance."
28,B0811PPHWH,Marca: CMYBabee,,0,0,Arthur,"Acquistato per la mia Hp Laser Jet Pro M28w, arrivato subito e con un imballo perfetto, installato facilmente senza problemi di compatibilità. L'applicazione HP indica correttamente anche il livello di carica del toner.<br/>La qualità di stampa è come quella originale ma ad un prezzo decisamente ottimo.<br/>Al momento ho avuto modo di fare solo qualche decina di stampe ma per ora acquisto consigliato.",Italia,"21 luglio, 2020",f79f739d7fcfc800a5df6107e63bc2d961901fd5fa1089e20306f4071b27475f,5,Ottimo rapporto qualità/prezzo,238a953930e30af17ab7e3bc95fb2dbfdc5e581cbe90a1a0b3469f135d3d8163,1,2020-9-14 15:00:00,"21 July, 2020","Purchased for my Hp Laser Jet Pro M28w, arrived immediately and with perfect packaging, easily installed without compatibility problems. The HP application also correctly indicates the toner charge level. <br/> The print quality is like the original one but at a very good price. <br/> At the moment I only had the opportunity to make a few dozen prints but for now recommended purchase.",Excellent value for money
29,B0811PPHWH,Marca: CMYBabee,,0,0,Arthur,"Il prodotto è arrivato come comunicato, inizialmente ho pensato non fosse corrispondente all’ordine perché la scatola di imballaggio aveva un numero diverso, ma poi aprendo il pacco mi sono resa conto che era giusto.<br/>Buona qualità di stampa. Sulla durata del prodotto non posso dire nulla perché ho fatto solo un centinaio di stampe.",Italia,"29 gennaio, 2020",e1283e5e85f7b2641f5930421629a921ea474cf4bc54b581530c79917c53b951,4,408-9948600-1165936,038ed9129f6d2d2f922274a249b55ac684a87f377cbeb3f73d8636f17091e58c,1,2020-9-14 15:00:00,"January 29, 2020","The product arrived as a press release, initially I thought it did not correspond to the order because the packaging box had a different number, but then when I opened the package I realized it was right. <br/> Good print quality. I cannot say anything about the duration of the product because I only made a hundred prints.",408-9948600-1165936
30,B0811PPHWH,Marca: CMYBabee,,0,0,Arthur,"La cartuccia si e' inserita nell'alloggio senza problemi, la stampa esce perfetta niente da  segnalare, il numero dei fogli stampati, ancora non li conosco vedremo fra un po' la durata.",Italia,"17 agosto, 2020",0bc473047d8572e26178d392753999c43aea2a010b944fbbe37c4468fa273bb1,5,Durata da verificare,114e5dfdf11789a5c4af6fc54e2c5dca2e8de87c7bb7d6edfa304fe998c7cd9f,1,2020-9-14 15:00:00,"August 17, 2020","The cartridge is inserted in the housing without problems, the print comes out perfect nothing to report, the number of printed sheets, I still do not know them we will see the duration in a while.",Duration to be verified
31,B0811PPHWH,Marca: CMYBabee,,0,0,Arthur,Avevo finito il toner originale ho cercato su Amazon un toner compatibile a basso costo per adesso tutto ok.<br/>Dopo quasi due mesi dall'acquisto posso confermare la bontà del prodotto e il suo eccellente rapporto qualità prezzo.,Italia,"15 agosto, 2020",bd8349f13b6d7226ba4eb9b35f70ec109cc857bba0875b671389a9f9c6c0841d,5,Toner compatibile buon rapporto qualitá prezzo,d39433d3b7ad2e88236fe586271088c08226311298511ad1653a19baf9dcf365,1,2020-9-14 15:00:00,"August 15, 2020","I had run out of the original toner, I looked on Amazon for a compatible low cost toner for now everything is ok. <br/> After almost two months from the purchase I can confirm the quality of the product and its excellent value for money.","Compatible toner, good value for money"
32,B0811PPHWH,Marca: CMYBabee,,0,0,Arthur,Ottimo rapporto qualità / prezzo ed è arrivata in tempi velocissimi.<br/>Stampa in modo nitido e la durata della cartuccia è soddisfacente.<br/>Quando la finirò sono sicura che la ricomprerò uguale.,Italia,"31 agosto, 2020",e3979b4da4b2092775523b2c6c6ddfc82215411840aa27487f224c3f4b02fb06,5,Ottima,29a4465580362ad893f7ddf00aeb25325492ab06c87c304e3d7883569b8456ef,1,2020-9-14 15:00:00,"August 31, 2020",Excellent quality / price ratio and arrived in a very short time. <br/> It prints sharply and the cartridge life is satisfactory. <br/> When I finish it I'm sure I will buy it again the same.,Great
33,B0811PPHWH,Marca: CMYBabee,,0,0,Arthur,Il toner è perfettamente uguale all' originale e la qualità della stampa ottima. Qualche giorno dopo l'acquisto però arriva a casa una lettera del venditore dicendo che se si recensisce il prodotto con 5 stelle ti regalano un buono Amazon. Purtroppo venditore poco serio da questo punto di vista perché  il buono a distanza di mesi devo ancora riceverlo,Italia,"20 luglio, 2020",fcbd0a8af244907cf960f0eb74c8b6250ab12ffe6534eae03d032e0bbef0b890,1,Come gli originali,49512f9735c9da355e72375ec70e1aef2cf3f0349453cfc61c5d69ad93874885,1,2020-9-14 15:00:00,"July 20, 2020","The toner is perfectly equal to the original and the print quality is excellent. A few days after the purchase, however, a letter from the seller arrives home saying that if you review the product with 5 stars, they will give you an Amazon voucher. Unfortunately, the seller is not very serious from this point of view because I have yet to receive the voucher months later",Like the originals
34,B0811PPHWH,Marca: CMYBabee,,0,0,Arthur,Il toner ricevuto ha un ottimo imballaggio e una buona qualità. Viene riconosciuto immediatamente dalla stampante e non fa nessuna resistenza nell'installazione.<br/><br/>Consigliato!,Italia,"7 agosto, 2020",cafd4f1d949b84b4c37998ff298d10a601c1f2ffe938e376d20b80e991e7a056,5,"Ottima qualità prezzo, prodotto consigliato.",89fa320ab1d3e9e286a8489ff620fb1b0e3da6856b837f989e567dffc29d4c4c,1,2020-9-14 15:00:00,"August 7, 2020",Received toner has excellent packaging and good quality. It is recognized immediately by the printer and makes no resistance during installation. <br/> <br/> Recommended!,"Excellent quality price, recommended product."
35,B0811PPHWH,Marca: CMYBabee,,0,0,Arthur,"Se cercate una qualità di stampa buona e non avete pretese di perfezione vanno benissimo. I dettagli più piccoli vengono più sfumati rispetto alle cartucce originali, ma il testo si legge bene e la stampante le riconosce.",Italia,"8 febbraio, 2020",2135494ab4a20facdb0906ce045f00d7450796b69c87fb740b5de6b23251cfa1,4,Buone per il prezzo,929f75088a5bdc3856908e5879bcb9ce225fbd88f8faa0b388b756991575ca4e,1,2020-9-14 15:00:00,"February 8, 2020","If you are looking for good print quality and you have no pretensions to perfection they are fine. The smallest details are softer than the original cartridges, but the text reads well and the printer recognizes them.",Good for the price
